id,name,long_name,seshat_region_name,start_year,end_year,seshat_region_id,seshat_subregions_list,seshat_mac_region,tr_year_from,tr_polity_territory_from,tr_year_to,tr_polity_territory_to,pop_year_from,pop_polity_population_from,pop_year_to,pop_polity_population_to,stl_year_from,stl_settlement_hierarchy_from,stl_year_to,stl_settlement_hierarchy_to,adm_year_from,adm_administrative_level_from,adm_year_to,adm_administrative_level_to,rlg_religious_level_from,rlg_religious_level_to,milt_year_from,milt_military_level_from,milt_year_to,milt_military_level_to,bur_year_from,bur_year_to,bur_full_time_bureaucrat,mrt_merit_promotion,bldg_specialized_government_building,irrig_irrigation_system,wtr_drinking_water_supply_system,mrkt_market,food_food_storage_site,road_road,dur_polity_year_from,dur_polity_year_to,peak_peak_year_from,peak_peak_year_to,cntr_degree_of_centralization
351.0,am_artaxiad_dyn,Armenian Kingdom,Anatolia-Caucasus,-188.0,6.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,,,,,,,,,,6.0,,6.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,,,present,,,present,,present,,present,-188.0,6.0,-95.0,-55.0,
903.0,az_caucasus_khanates,Khanates of the Caucasus,Anatolia-Caucasus,1748.0,1828.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290.0,ge_georgia_k_2,Kingdom of Georgia II,Anatolia-Caucasus,975.0,1243.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,,,,,,,,,,4.0,,4.0,,5.0,,5.0,,,,,,,,,present,present,present,present,,present,present,,,,,,
834.0,ge_georgia_k_3,Kingdom of Georgia III,Anatolia-Caucasus,1329.0,1463.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,il_canaan,Canaan,Levant,-2000.0,-1175.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,,400.0,,3000.0,-2000.0,5000.0,-1551.0,40000.0,,6.0,,7.0,,,,,,,,,,,,,unknown,unknown,,present,present,present,present,present,,,-1550.0,-1550.0,quasi-polity
103.0,il_canaan,Canaan,Levant,-2000.0,-1175.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,,400.0,,3000.0,-1550.0,5000.0,-1175.0,60000.0,,6.0,,7.0,,,,,,,,,,,,,unknown,unknown,,present,present,present,present,present,,,-1550.0,-1550.0,quasi-polity
870.0,il_jerusalem_k_1,Kingdom of Jerusalem I,Levant,1099.0,1187.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871.0,il_jerusalem_k_2,Kingdom of Jerusalem II,Levant,1192.0,1291.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,il_judea,Yehuda,Levant,-141.0,-63.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,,5000.0,,10000.0,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,present,present,present,present,present,-141.0,-63.0,-105.0,-105.0,
105.0,il_yisrael,Yisrael,Levant,-1030.0,-722.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,,8000.0,,15000.0,-1030.0,40000.0,-1000.0,50000.0,,7.0,,7.0,,,,,2.0,2.0,,6.0,,8.0,,,present,unknown,present,unknown,present,present,present,present,-1030.0,-722.0,-855.0,-855.0,confederated state
105.0,il_yisrael,Yisrael,Levant,-1030.0,-722.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,,8000.0,,15000.0,-900.0,50000.0,-900.0,300000.0,,7.0,,7.0,,,,,2.0,2.0,,6.0,,8.0,,,present,unknown,present,unknown,present,present,present,present,-1030.0,-722.0,-855.0,-855.0,confederated state
105.0,il_yisrael,Yisrael,Levant,-1030.0,-722.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,,8000.0,,15000.0,-800.0,300000.0,-722.0,400000.0,,7.0,,7.0,,,,,2.0,2.0,,6.0,,8.0,,,present,unknown,present,unknown,present,present,present,present,-1030.0,-722.0,-855.0,-855.0,confederated state
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,800.0,8300000.0,800.0,8300000.0,800.0,23000000.0,800.0,33000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,present,present,present,present,present,present,present,750.0,946.0,809.0,809.0,nominal
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,800.0,8300000.0,800.0,8300000.0,800.0,23000000.0,800.0,33000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,present,present,present,present,present,present,present,750.0,946.0,809.0,809.0,unitary state
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,800.0,8300000.0,800.0,8300000.0,800.0,23000000.0,800.0,33000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,750.0,946.0,809.0,809.0,nominal
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,800.0,8300000.0,800.0,8300000.0,800.0,23000000.0,800.0,33000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,750.0,946.0,809.0,809.0,unitary state
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,800.0,8300000.0,800.0,8300000.0,900.0,9000000.0,900.0,11000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,present,present,present,present,present,present,present,750.0,946.0,809.0,809.0,nominal
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,800.0,8300000.0,800.0,8300000.0,900.0,9000000.0,900.0,11000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,present,present,present,present,present,present,present,750.0,946.0,809.0,809.0,unitary state
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,800.0,8300000.0,800.0,8300000.0,900.0,9000000.0,900.0,11000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,750.0,946.0,809.0,809.0,nominal
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,800.0,8300000.0,800.0,8300000.0,900.0,9000000.0,900.0,11000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,750.0,946.0,809.0,809.0,unitary state
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,900.0,1000000.0,900.0,1000000.0,800.0,23000000.0,800.0,33000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,present,present,present,present,present,present,present,750.0,946.0,809.0,809.0,nominal
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,900.0,1000000.0,900.0,1000000.0,800.0,23000000.0,800.0,33000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,present,present,present,present,present,present,present,750.0,946.0,809.0,809.0,unitary state
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,900.0,1000000.0,900.0,1000000.0,800.0,23000000.0,800.0,33000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,750.0,946.0,809.0,809.0,nominal
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,900.0,1000000.0,900.0,1000000.0,800.0,23000000.0,800.0,33000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,750.0,946.0,809.0,809.0,unitary state
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,900.0,1000000.0,900.0,1000000.0,900.0,9000000.0,900.0,11000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,present,present,present,present,present,present,present,750.0,946.0,809.0,809.0,nominal
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,900.0,1000000.0,900.0,1000000.0,900.0,9000000.0,900.0,11000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,present,present,present,present,present,present,present,750.0,946.0,809.0,809.0,unitary state
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,900.0,1000000.0,900.0,1000000.0,900.0,9000000.0,900.0,11000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,750.0,946.0,809.0,809.0,nominal
132.0,iq_abbasid_cal_1,Abbasid Caliphate I,Mesopotamia,750.0,946.0,62.0,"Iraq, Kuwait",11.0,900.0,1000000.0,900.0,1000000.0,900.0,9000000.0,900.0,11000000.0,,6.0,,6.0,,6.0,,6.0,2.0,2.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,750.0,946.0,809.0,809.0,unitary state
484.0,iq_abbasid_cal_2,Abbasid Caliphate II,Mesopotamia,1191.0,1258.0,62.0,"Iraq, Kuwait",11.0,1200.0,750000.0,1200.0,750000.0,1200.0,3900000.0,1200.0,3900000.0,,4.0,,5.0,,5.0,,5.0,2.0,2.0,,,,,,,unknown,unknown,present,present,uncoded,unknown,unknown,present,1191.0,1258.0,1226.0,1226.0,unitary state
476.0,iq_akkad_emp,Akkadian Empire,Mesopotamia,-2270.0,-2083.0,62.0,"Iraq, Kuwait",11.0,,450000.0,,1000000.0,,,,,,4.0,,5.0,,5.0,,5.0,4.0,4.0,,5.0,,6.0,,,,uncoded,absent,present,unknown,present,present,present,-2270.0,-2083.0,-2190.0,-2154.0,unitary state
479.0,iq_babylonia_1,Amorite Babylonia,Mesopotamia,-2000.0,-1600.0,62.0,"Iraq, Kuwait",11.0,,400000.0,,500000.0,,,,,,4.0,,4.0,,6.0,,6.0,,,,,,,,,,,,present,present,present,present,,-2000.0,-1600.0,-1792.0,-1750.0,nominal
479.0,iq_babylonia_1,Amorite Babylonia,Mesopotamia,-2000.0,-1600.0,62.0,"Iraq, Kuwait",11.0,,400000.0,,500000.0,,,,,,4.0,,4.0,,6.0,,6.0,,,,,,,,,,,,present,present,present,present,,-2000.0,-1600.0,-1792.0,-1750.0,confederated state
342.0,iq_babylonia_2,Kassite Babylonia,Mesopotamia,-1595.0,-1150.0,62.0,"Iraq, Kuwait",11.0,,200000.0,,250000.0,,,,,,4.0,,4.0,,,,,3.0,4.0,,,,,,,present,absent,absent,present,unknown,present,,present,-1595.0,-1150.0,-1359.0,-1333.0,confederated state
481.0,iq_bazi_dyn,Bazi Dynasty,Mesopotamia,-1005.0,-986.0,62.0,"Iraq, Kuwait",11.0,,,,,,,,,,3.0,,4.0,,4.0,,5.0,3.0,4.0,,,,,,,,absent,absent,present,,present,,present,-1005.0,-986.0,-1005.0,-989.0,nominal
482.0,iq_dynasty_e,Dynasty of E,Mesopotamia,-979.0,-732.0,62.0,"Iraq, Kuwait",11.0,,,,,,,,,,3.0,,4.0,,4.0,,5.0,3.0,4.0,,,,,,,present,absent,absent,present,,present,,present,-979.0,-732.0,,,nominal
475.0,iq_early_dynastic,Early Dynastic,Mesopotamia,-2900.0,-2500.0,62.0,"Iraq, Kuwait",11.0,,1200.0,,20200.0,,20200.0,,86300.0,,4.0,,6.0,,,,,,,,,,,,,unknown,unknown,absent,present,present,unknown,unknown,,-2900.0,-2500.0,,,quasi-polity
758.0,iq_iraq_rep,Republic of Iraq,Mesopotamia,1959.0,2020.0,62.0,"Iraq, Kuwait",11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480.0,iq_isin_dynasty2,Second Dynasty of Isin,Mesopotamia,-1153.0,-1027.0,62.0,"Iraq, Kuwait",11.0,,,,,,,,,,4.0,,4.0,,3.0,,4.0,3.0,4.0,,,,,,,present,absent,absent,present,,present,,present,-1153.0,-1027.0,-1119.0,-1098.0,confederated state
478.0,iq_isin_larsa,Isin-Larsa,Mesopotamia,-2004.0,-1763.0,62.0,"Iraq, Kuwait",11.0,,,,,,,,,,4.0,,4.0,,4.0,,4.0,4.0,4.0,,,,,,,present,absent,absent,present,,present,,present,-2004.0,-1763.0,,,quasi-polity
355.0,iq_lakhmid_k,Lakhmid Kigdom,Arabia,400.0,611.0,44.0,Arabian Peninsula,11.0,,,,,,,,,,,,,,,,,,,,,,,,,present,,,,,,present,,,,,,
909.0,iq_middle_assyrian_emp,Middle Assyrian Empire,Mesopotamia,-1365.0,-912.0,62.0,"Iraq, Kuwait",11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,iq_neo_assyrian_emp,Neo-Assyrian Empire,Mesopotamia,-911.0,-612.0,62.0,"Iraq, Kuwait",11.0,,1400000.0,,1400000.0,670.0,5000000.0,670.0,7000000.0,,6.0,,6.0,,3.0,,4.0,3.0,3.0,,5.0,,5.0,,,present,absent,present,present,,,,present,-911.0,-612.0,-668.0,-668.0,unitary state
346.0,iq_neo_babylonian_emp,Neo-Babylonian Empire,Mesopotamia,-626.0,-539.0,62.0,"Iraq, Kuwait",11.0,,750000.0,,850000.0,,,,,,5.0,,5.0,,6.0,,6.0,4.0,4.0,,,,,,,present,,,present,absent,present,present,present,-626.0,-539.0,-604.0,-562.0,unitary state
483.0,iq_parthian_emp_2,Parthian Empire II,Iran,41.0,226.0,45.0,Iran,11.0,100.0,1900000.0,100.0,1900000.0,100.0,4750000.0,100.0,4750000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,41.0,226.0,50.0,100.0,confederated state
483.0,iq_parthian_emp_2,Parthian Empire II,Iran,41.0,226.0,45.0,Iran,11.0,100.0,1900000.0,100.0,1900000.0,200.0,5000000.0,200.0,5000000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,41.0,226.0,50.0,100.0,confederated state
483.0,iq_parthian_emp_2,Parthian Empire II,Iran,41.0,226.0,45.0,Iran,11.0,200.0,1800000.0,200.0,1800000.0,100.0,4750000.0,100.0,4750000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,41.0,226.0,50.0,100.0,confederated state
483.0,iq_parthian_emp_2,Parthian Empire II,Iran,41.0,226.0,45.0,Iran,11.0,200.0,1800000.0,200.0,1800000.0,200.0,5000000.0,200.0,5000000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,41.0,226.0,50.0,100.0,confederated state
472.0,iq_so_mesopotamia_nl,Southern Mesopotamia Neolithic,Mesopotamia,-9000.0,-5501.0,62.0,"Iraq, Kuwait",11.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,absent,absent,absent,absent,absent,,-9000.0,-5501.0,,,
473.0,iq_ubaid,Ubaid,Mesopotamia,-5500.0,-4000.0,62.0,"Iraq, Kuwait",11.0,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,,,,,,,,unknown,unknown,absent,present,present,unknown,present,unknown,-5500.0,-4000.0,-5000.0,-4000.0,unknown
477.0,iq_ur_dyn_3,Ur - Dynasty III,Mesopotamia,-2112.0,-2004.0,62.0,"Iraq, Kuwait",11.0,,,,,,175000.0,,225000.0,,4.0,,4.0,,4.0,,4.0,4.0,4.0,,6.0,,7.0,,,present,uncoded,present,present,uncoded,uncoded,uncoded,present,-2112.0,-2004.0,-2097.0,-2038.0,unitary state
474.0,iq_uruk,Uruk,Mesopotamia,-4000.0,-2900.0,62.0,"Iraq, Kuwait",11.0,-4000.0,2000.0,-3501.0,2100.0,-4000.0,20000.0,-3501.0,38540.0,,4.0,,4.0,,,,,,,,,,,,,absent,unknown,absent,present,unknown,unknown,present,unknown,-4000.0,-3000.0,-3200.0,-3050.0,unknown
474.0,iq_uruk,Uruk,Mesopotamia,-4000.0,-2900.0,62.0,"Iraq, Kuwait",11.0,-4000.0,2000.0,-3501.0,2100.0,-3500.0,21300.0,-3000.0,41000.0,,4.0,,4.0,,,,,,,,,,,,,absent,unknown,absent,present,unknown,unknown,present,unknown,-4000.0,-3000.0,-3200.0,-3050.0,unknown
474.0,iq_uruk,Uruk,Mesopotamia,-4000.0,-2900.0,62.0,"Iraq, Kuwait",11.0,-3500.0,1600.0,-3000.0,2200.0,-4000.0,20000.0,-3501.0,38540.0,,4.0,,4.0,,,,,,,,,,,,,absent,unknown,absent,present,unknown,unknown,present,unknown,-4000.0,-3000.0,-3200.0,-3050.0,unknown
474.0,iq_uruk,Uruk,Mesopotamia,-4000.0,-2900.0,62.0,"Iraq, Kuwait",11.0,-3500.0,1600.0,-3000.0,2200.0,-3500.0,21300.0,-3000.0,41000.0,,4.0,,4.0,,,,,,,,,,,,,absent,unknown,absent,present,unknown,unknown,present,unknown,-4000.0,-3000.0,-3200.0,-3050.0,unknown
107.0,ir_achaemenid_emp,Achaemenid Empire,Iran,-550.0,-331.0,45.0,Iran,11.0,-539.0,2500000.0,-501.0,4100000.0,-500.0,20000000.0,-500.0,26000000.0,,5.0,,6.0,,6.0,,8.0,3.0,5.0,,7.0,,7.0,,,present,present,present,present,present,present,present,present,-550.0,-331.0,-500.0,-500.0,unitary state
107.0,ir_achaemenid_emp,Achaemenid Empire,Iran,-550.0,-331.0,45.0,Iran,11.0,-539.0,2500000.0,-501.0,4100000.0,-500.0,20000000.0,-500.0,26000000.0,,5.0,,6.0,,6.0,,8.0,3.0,5.0,,7.0,,7.0,,,present,present,present,present,present,present,present,present,-550.0,-331.0,-500.0,-500.0,confederated state
107.0,ir_achaemenid_emp,Achaemenid Empire,Iran,-550.0,-331.0,45.0,Iran,11.0,-539.0,2500000.0,-501.0,4100000.0,-400.0,17000000.0,-400.0,35000000.0,,5.0,,6.0,,6.0,,8.0,3.0,5.0,,7.0,,7.0,,,present,present,present,present,present,present,present,present,-550.0,-331.0,-500.0,-500.0,unitary state
107.0,ir_achaemenid_emp,Achaemenid Empire,Iran,-550.0,-331.0,45.0,Iran,11.0,-539.0,2500000.0,-501.0,4100000.0,-400.0,17000000.0,-400.0,35000000.0,,5.0,,6.0,,6.0,,8.0,3.0,5.0,,7.0,,7.0,,,present,present,present,present,present,present,present,present,-550.0,-331.0,-500.0,-500.0,confederated state
107.0,ir_achaemenid_emp,Achaemenid Empire,Iran,-550.0,-331.0,45.0,Iran,11.0,-500.0,4800000.0,-451.0,5500000.0,-500.0,20000000.0,-500.0,26000000.0,,5.0,,6.0,,6.0,,8.0,3.0,5.0,,7.0,,7.0,,,present,present,present,present,present,present,present,present,-550.0,-331.0,-500.0,-500.0,unitary state
107.0,ir_achaemenid_emp,Achaemenid Empire,Iran,-550.0,-331.0,45.0,Iran,11.0,-500.0,4800000.0,-451.0,5500000.0,-500.0,20000000.0,-500.0,26000000.0,,5.0,,6.0,,6.0,,8.0,3.0,5.0,,7.0,,7.0,,,present,present,present,present,present,present,present,present,-550.0,-331.0,-500.0,-500.0,confederated state
107.0,ir_achaemenid_emp,Achaemenid Empire,Iran,-550.0,-331.0,45.0,Iran,11.0,-500.0,4800000.0,-451.0,5500000.0,-400.0,17000000.0,-400.0,35000000.0,,5.0,,6.0,,6.0,,8.0,3.0,5.0,,7.0,,7.0,,,present,present,present,present,present,present,present,present,-550.0,-331.0,-500.0,-500.0,unitary state
107.0,ir_achaemenid_emp,Achaemenid Empire,Iran,-550.0,-331.0,45.0,Iran,11.0,-500.0,4800000.0,-451.0,5500000.0,-400.0,17000000.0,-400.0,35000000.0,,5.0,,6.0,,6.0,,8.0,3.0,5.0,,7.0,,7.0,,,present,present,present,present,present,present,present,present,-550.0,-331.0,-500.0,-500.0,confederated state
107.0,ir_achaemenid_emp,Achaemenid Empire,Iran,-550.0,-331.0,45.0,Iran,11.0,-450.0,3800000.0,-331.0,4325000.0,-500.0,20000000.0,-500.0,26000000.0,,5.0,,6.0,,6.0,,8.0,3.0,5.0,,7.0,,7.0,,,present,present,present,present,present,present,present,present,-550.0,-331.0,-500.0,-500.0,unitary state
107.0,ir_achaemenid_emp,Achaemenid Empire,Iran,-550.0,-331.0,45.0,Iran,11.0,-450.0,3800000.0,-331.0,4325000.0,-500.0,20000000.0,-500.0,26000000.0,,5.0,,6.0,,6.0,,8.0,3.0,5.0,,7.0,,7.0,,,present,present,present,present,present,present,present,present,-550.0,-331.0,-500.0,-500.0,confederated state
107.0,ir_achaemenid_emp,Achaemenid Empire,Iran,-550.0,-331.0,45.0,Iran,11.0,-450.0,3800000.0,-331.0,4325000.0,-400.0,17000000.0,-400.0,35000000.0,,5.0,,6.0,,6.0,,8.0,3.0,5.0,,7.0,,7.0,,,present,present,present,present,present,present,present,present,-550.0,-331.0,-500.0,-500.0,unitary state
107.0,ir_achaemenid_emp,Achaemenid Empire,Iran,-550.0,-331.0,45.0,Iran,11.0,-450.0,3800000.0,-331.0,4325000.0,-400.0,17000000.0,-400.0,35000000.0,,5.0,,6.0,,6.0,,8.0,3.0,5.0,,7.0,,7.0,,,present,present,present,present,present,present,present,present,-550.0,-331.0,-500.0,-500.0,confederated state
508.0,ir_ak_koyunlu,Ak Koyunlu,Iran,1339.0,1501.0,45.0,Iran,11.0,1500.0,1800000.0,1500.0,1800000.0,,,,,,3.0,,5.0,1339.0,3.0,1398.0,3.0,1.0,3.0,,6.0,,6.0,1339.0,1397.0,absent,absent,present,unknown,,present,,present,1339.0,1501.0,1453.0,1478.0,confederated state
508.0,ir_ak_koyunlu,Ak Koyunlu,Iran,1339.0,1501.0,45.0,Iran,11.0,1500.0,1800000.0,1500.0,1800000.0,,,,,,3.0,,5.0,1339.0,3.0,1398.0,3.0,1.0,3.0,,6.0,,6.0,1339.0,1397.0,absent,absent,present,unknown,,present,,present,1339.0,1501.0,1453.0,1478.0,loose
508.0,ir_ak_koyunlu,Ak Koyunlu,Iran,1339.0,1501.0,45.0,Iran,11.0,1500.0,1800000.0,1500.0,1800000.0,,,,,,3.0,,5.0,1339.0,3.0,1398.0,3.0,1.0,3.0,,6.0,,6.0,1398.0,1501.0,present,absent,present,unknown,,present,,present,1339.0,1501.0,1453.0,1478.0,confederated state
508.0,ir_ak_koyunlu,Ak Koyunlu,Iran,1339.0,1501.0,45.0,Iran,11.0,1500.0,1800000.0,1500.0,1800000.0,,,,,,3.0,,5.0,1339.0,3.0,1398.0,3.0,1.0,3.0,,6.0,,6.0,1398.0,1501.0,present,absent,present,unknown,,present,,present,1339.0,1501.0,1453.0,1478.0,loose
508.0,ir_ak_koyunlu,Ak Koyunlu,Iran,1339.0,1501.0,45.0,Iran,11.0,1500.0,1800000.0,1500.0,1800000.0,,,,,,3.0,,5.0,1339.0,4.0,1470.0,4.0,1.0,3.0,,6.0,,6.0,1339.0,1397.0,absent,absent,present,unknown,,present,,present,1339.0,1501.0,1453.0,1478.0,confederated state
508.0,ir_ak_koyunlu,Ak Koyunlu,Iran,1339.0,1501.0,45.0,Iran,11.0,1500.0,1800000.0,1500.0,1800000.0,,,,,,3.0,,5.0,1339.0,4.0,1470.0,4.0,1.0,3.0,,6.0,,6.0,1339.0,1397.0,absent,absent,present,unknown,,present,,present,1339.0,1501.0,1453.0,1478.0,loose
508.0,ir_ak_koyunlu,Ak Koyunlu,Iran,1339.0,1501.0,45.0,Iran,11.0,1500.0,1800000.0,1500.0,1800000.0,,,,,,3.0,,5.0,1339.0,4.0,1470.0,4.0,1.0,3.0,,6.0,,6.0,1398.0,1501.0,present,absent,present,unknown,,present,,present,1339.0,1501.0,1453.0,1478.0,confederated state
508.0,ir_ak_koyunlu,Ak Koyunlu,Iran,1339.0,1501.0,45.0,Iran,11.0,1500.0,1800000.0,1500.0,1800000.0,,,,,,3.0,,5.0,1339.0,4.0,1470.0,4.0,1.0,3.0,,6.0,,6.0,1398.0,1501.0,present,absent,present,unknown,,present,,present,1339.0,1501.0,1453.0,1478.0,loose
508.0,ir_ak_koyunlu,Ak Koyunlu,Iran,1339.0,1501.0,45.0,Iran,11.0,1500.0,1800000.0,1500.0,1800000.0,,,,,,3.0,,5.0,1471.0,5.0,1501.0,5.0,1.0,3.0,,6.0,,6.0,1339.0,1397.0,absent,absent,present,unknown,,present,,present,1339.0,1501.0,1453.0,1478.0,confederated state
508.0,ir_ak_koyunlu,Ak Koyunlu,Iran,1339.0,1501.0,45.0,Iran,11.0,1500.0,1800000.0,1500.0,1800000.0,,,,,,3.0,,5.0,1471.0,5.0,1501.0,5.0,1.0,3.0,,6.0,,6.0,1339.0,1397.0,absent,absent,present,unknown,,present,,present,1339.0,1501.0,1453.0,1478.0,loose
508.0,ir_ak_koyunlu,Ak Koyunlu,Iran,1339.0,1501.0,45.0,Iran,11.0,1500.0,1800000.0,1500.0,1800000.0,,,,,,3.0,,5.0,1471.0,5.0,1501.0,5.0,1.0,3.0,,6.0,,6.0,1398.0,1501.0,present,absent,present,unknown,,present,,present,1339.0,1501.0,1453.0,1478.0,confederated state
508.0,ir_ak_koyunlu,Ak Koyunlu,Iran,1339.0,1501.0,45.0,Iran,11.0,1500.0,1800000.0,1500.0,1800000.0,,,,,,3.0,,5.0,1471.0,5.0,1501.0,5.0,1.0,3.0,,6.0,,6.0,1398.0,1501.0,present,absent,present,unknown,,present,,present,1339.0,1501.0,1453.0,1478.0,loose
347.0,ir_atropatene_k,Atropatene Kingdom,Iran,-323.0,200.0,45.0,Iran,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362.0,ir_buyid_confederation,Buyid Confederation,Iran,932.0,1062.0,45.0,Iran,11.0,,900000.0,,900000.0,,4500000.0,,5500000.0,,4.0,,5.0,,5.0,,5.0,3.0,3.0,,8.0,,8.0,,,present,absent,unknown,present,,present,unknown,present,932.0,1062.0,983.0,983.0,confederated state
495.0,ir_elam_1,Elam - Awan Dynasty I,Iran,-2675.0,-2100.0,45.0,Iran,11.0,,200000.0,,300000.0,,,,,,2.0,,4.0,,4.0,,4.0,2.0,3.0,,3.0,,6.0,,,present,,present,present,,present,unknown,present,-2675.0,-2100.0,,,confederated state
496.0,ir_elam_2,Elam - Shimashki Period,Iran,-2028.0,-1940.0,45.0,Iran,11.0,,,,,,,,,,3.0,,3.0,,4.0,,5.0,2.0,3.0,,3.0,,6.0,,,present,unknown,present,present,uncoded,,unknown,,-2028.0,-1940.0,,,confederated state
497.0,ir_elam_3,Elam - Early Sukkalmah,Iran,-1900.0,-1701.0,45.0,Iran,11.0,,,,,,,,,,,,,,4.0,,5.0,2.0,3.0,,3.0,,6.0,,,present,unknown,,present,,present,present,present,-1900.0,-1701.0,-1900.0,-1800.0,quasi-polity
