id,name,long_name,seshat_region_name,start_year,end_year,seshat_region_id,seshat_subregions_list,seshat_mac_region,tr_year_from,tr_polity_territory_from,tr_year_to,tr_polity_territory_to,pop_year_from,pop_polity_population_from,pop_year_to,pop_polity_population_to,stl_year_from,stl_settlement_hierarchy_from,stl_year_to,stl_settlement_hierarchy_to,adm_year_from,adm_administrative_level_from,adm_year_to,adm_administrative_level_to,rlg_religious_level_from,rlg_religious_level_to,milt_year_from,milt_military_level_from,milt_year_to,milt_military_level_to,bur_year_from,bur_year_to,bur_full_time_bureaucrat,mrt_merit_promotion,bldg_specialized_government_building,irrig_irrigation_system,wtr_drinking_water_supply_system,mrkt_market,food_food_storage_site,road_road,dur_polity_year_from,dur_polity_year_to,peak_peak_year_from,peak_peak_year_to,cntr_degree_of_centralization
498.0,ir_elam_4,Elam - Late Sukkalmah,Iran,-1700.0,-1500.0,45.0,Iran,11.0,,,,,,,,,,3.0,,5.0,,4.0,,5.0,2.0,3.0,,3.0,,6.0,,,present,,,present,,present,present,present,-1700.0,-1500.0,,,quasi-polity
499.0,ir_elam_5,Elam - Kidinuid Period,Iran,-1500.0,-1400.0,45.0,Iran,11.0,,230000.0,,260000.0,,,,,,4.0,,4.0,,4.0,,5.0,2.0,4.0,,3.0,,6.0,,,present,,present,unknown,,,unknown,present,-1500.0,-1400.0,-1158.0,-1158.0,unitary state
500.0,ir_elam_6,Elam - Igihalkid Period,Iran,-1399.0,-1200.0,45.0,Iran,11.0,,290000.0,,330000.0,,,,,,4.0,,4.0,,4.0,,5.0,2.0,4.0,,3.0,,6.0,,,present,,present,unknown,unknown,present,unknown,present,-1399.0,-1200.0,-1300.0,-1300.0,unitary state
501.0,ir_elam_7,Elam - Shutrukid Period,Iran,-1199.0,-1100.0,45.0,Iran,11.0,,250000.0,,300000.0,,,,,,4.0,,4.0,,4.0,,5.0,2.0,4.0,,3.0,,6.0,,,present,,present,present,,present,present,present,-1199.0,-1100.0,-1158.0,-1158.0,
502.0,ir_elam_8,Elam - Crisis Period,Iran,-1100.0,-900.0,45.0,Iran,11.0,,,,,,,,,,,,,,,,,,,,,,,,,absent,absent,,absent,,,,,-1100.0,-900.0,,,quasi-polity
502.0,ir_elam_8,Elam - Crisis Period,Iran,-1100.0,-900.0,45.0,Iran,11.0,,,,,,,,,,,,,,,,,,,,,,,,,absent,absent,,absent,,,,,-1100.0,-900.0,,,confederated state
507.0,ir_elymais_2,Elymais II,Iran,25.0,215.0,45.0,Iran,11.0,,,,,,,,,,4.0,,4.0,,4.0,,4.0,,,,,,,,,present,,present,present,,present,present,present,25.0,215.0,100.0,100.0,unitary state
172.0,ir_il_khanate,Ilkhanate,Iran,1256.0,1339.0,45.0,Iran,11.0,,3800000.0,,3800000.0,1300.0,5250000.0,1300.0,5250000.0,,4.0,,5.0,,6.0,,6.0,3.0,3.0,,,,,,,present,absent,present,present,present,present,,present,1256.0,1339.0,1316.0,1316.0,unitary state
369.0,ir_jayarid_khanate,Jayarid Khanate,Iran,1336.0,1393.0,45.0,Iran,11.0,,466000.0,,466000.0,,,,,,4.0,,4.0,,3.0,,5.0,,,,3.0,,5.0,,,,,,,,present,,,,,,,
345.0,ir_median_emp,Median Persian Empire,Iran,-715.0,-550.0,45.0,Iran,11.0,,2500000.0,,3000000.0,,,,,,4.0,,4.0,,4.0,,5.0,,,,,,,,,,uncoded,,present,,,present,,,,,,
503.0,ir_neo_elam_1,Elam I,Iran,-900.0,-744.0,45.0,Iran,11.0,,,,,,,,,,3.0,,5.0,,3.0,,5.0,,,,3.0,,5.0,,,,,,present,,,,present,-900.0,-744.0,,,quasi-polity
503.0,ir_neo_elam_1,Elam I,Iran,-900.0,-744.0,45.0,Iran,11.0,,,,,,,,,,3.0,,5.0,,3.0,,5.0,,,,3.0,,5.0,,,,,,present,,,,present,-900.0,-744.0,,,confederated state
504.0,ir_neo_elam_2,Elam II,Iran,-743.0,-647.0,45.0,Iran,11.0,,300000.0,,340000.0,,,,,,4.0,,4.0,,3.0,,5.0,,,,4.0,,4.0,,,present,absent,present,present,,present,,present,-743.0,-647.0,-743.0,-717.0,unitary state
504.0,ir_neo_elam_2,Elam II,Iran,-743.0,-647.0,45.0,Iran,11.0,,300000.0,,340000.0,,,,,,4.0,,4.0,,3.0,,5.0,,,,4.0,,4.0,,,present,absent,present,present,,present,,present,-743.0,-647.0,-743.0,-717.0,confederated state
505.0,ir_neo_elam_3,Elam III,Iran,-612.0,-539.0,45.0,Iran,11.0,,,,,,,,,,,,,,,,,,,,,,,,,present,,present,unknown,unknown,present,,present,-612.0,-539.0,,,quasi-polity
505.0,ir_neo_elam_3,Elam III,Iran,-612.0,-539.0,45.0,Iran,11.0,,,,,,,,,,,,,,,,,,,,,,,,,present,,present,unknown,unknown,present,,present,-612.0,-539.0,,,confederated state
757.0,ir_pahlavi_dyn,Iran Pahlavi Dynasty,Iran,1926.0,1979.0,45.0,Iran,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,-200.0,280000.0,-200.0,280000.0,-200.0,50000.0,-200.0,100000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,-200.0,280000.0,-200.0,280000.0,-100.0,5450000.0,-100.0,5450000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,-200.0,280000.0,-200.0,280000.0,1.0,15000000.0,1.0,15000000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,-200.0,280000.0,-200.0,280000.0,1.0,25000000.0,1.0,25000000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,-200.0,280000.0,-200.0,280000.0,1.0,7500000.0,1.0,7500000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,-100.0,2000000.0,-100.0,2000000.0,-200.0,50000.0,-200.0,100000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,-100.0,2000000.0,-100.0,2000000.0,-100.0,5450000.0,-100.0,5450000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,-100.0,2000000.0,-100.0,2000000.0,1.0,15000000.0,1.0,15000000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,-100.0,2000000.0,-100.0,2000000.0,1.0,25000000.0,1.0,25000000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,-100.0,2000000.0,-100.0,2000000.0,1.0,7500000.0,1.0,7500000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,1.0,3000000.0,1.0,3000000.0,-200.0,50000.0,-200.0,100000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,1.0,3000000.0,1.0,3000000.0,-100.0,5450000.0,-100.0,5450000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,1.0,3000000.0,1.0,3000000.0,1.0,15000000.0,1.0,15000000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,1.0,3000000.0,1.0,3000000.0,1.0,25000000.0,1.0,25000000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
125.0,ir_parthian_emp_1,Parthian Empire I,Iran,-247.0,40.0,45.0,Iran,11.0,1.0,3000000.0,1.0,3000000.0,1.0,7500000.0,1.0,7500000.0,,,,,,5.0,,6.0,3.0,3.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,-247.0,40.0,-120.0,-120.0,confederated state
509.0,ir_qajar_dyn,Qajar Dynasty,Iran,1794.0,1925.0,45.0,Iran,11.0,1800.0,2000000.0,1800.0,2000000.0,1800.0,6000000.0,1900.0,10000000.0,,,,,,4.0,,4.0,,,,4.0,,4.0,,,present,absent,present,,present,present,present,present,1794.0,1925.0,1900.0,1900.0,unitary state
509.0,ir_qajar_dyn,Qajar Dynasty,Iran,1794.0,1925.0,45.0,Iran,11.0,1900.0,1600000.0,1900.0,1600000.0,1800.0,6000000.0,1900.0,10000000.0,,,,,,4.0,,4.0,,,,4.0,,4.0,,,present,absent,present,,present,present,present,present,1794.0,1925.0,1900.0,1900.0,unitary state
374.0,ir_safavid_emp,Safavid Empire,Iran,1501.0,1722.0,45.0,Iran,11.0,,2700000.0,,2700000.0,,9000000.0,,9000000.0,,4.0,,5.0,,6.0,,6.0,5.0,6.0,,6.0,,7.0,,,present,absent,present,present,present,present,present,present,1501.0,1722.0,1629.0,1629.0,unitary state
360.0,ir_saffarid_emp,Saffarid Caliphate,Iran,861.0,1003.0,45.0,Iran,11.0,,,,,,,,,,4.0,,4.0,,,,,1.0,1.0,,6.0,,6.0,,,present,unknown,present,present,present,present,present,,,,861.0,879.0,
128.0,ir_sassanid_emp_1,Sasanid Empire I,Iran,205.0,487.0,45.0,Iran,11.0,220.0,2600000.0,300.0,2700000.0,,5000000.0,,5000000.0,,,,,,6.0,,6.0,4.0,5.0,,7.0,,9.0,,,present,absent,present,present,present,present,present,present,205.0,487.0,309.0,379.0,unitary state
128.0,ir_sassanid_emp_1,Sasanid Empire I,Iran,205.0,487.0,45.0,Iran,11.0,301.0,3100000.0,487.0,3200000.0,,5000000.0,,5000000.0,,,,,,6.0,,6.0,4.0,5.0,,7.0,,9.0,,,present,absent,present,present,present,present,present,present,205.0,487.0,309.0,379.0,unitary state
130.0,ir_sassanid_emp_2,Sasanid Empire II,Iran,488.0,642.0,45.0,Iran,11.0,499.0,3450000.0,540.0,3500000.0,499.0,8900000.0,550.0,8900000.0,,6.0,,6.0,,6.0,,6.0,4.0,5.0,,7.0,,9.0,,,present,absent,present,present,present,present,present,unknown,488.0,642.0,570.0,570.0,unitary state
130.0,ir_sassanid_emp_2,Sasanid Empire II,Iran,488.0,642.0,45.0,Iran,11.0,499.0,3450000.0,540.0,3500000.0,551.0,12700000.0,619.0,12700000.0,,6.0,,6.0,,6.0,,6.0,4.0,5.0,,7.0,,9.0,,,present,absent,present,present,present,present,present,unknown,488.0,642.0,570.0,570.0,unitary state
130.0,ir_sassanid_emp_2,Sasanid Empire II,Iran,488.0,642.0,45.0,Iran,11.0,499.0,3450000.0,540.0,3500000.0,620.0,22100000.0,642.0,22100000.0,,6.0,,6.0,,6.0,,6.0,4.0,5.0,,7.0,,9.0,,,present,absent,present,present,present,present,present,unknown,488.0,642.0,570.0,570.0,unitary state
130.0,ir_sassanid_emp_2,Sasanid Empire II,Iran,488.0,642.0,45.0,Iran,11.0,600.0,2600000.0,600.0,2960000.0,499.0,8900000.0,550.0,8900000.0,,6.0,,6.0,,6.0,,6.0,4.0,5.0,,7.0,,9.0,,,present,absent,present,present,present,present,present,unknown,488.0,642.0,570.0,570.0,unitary state
130.0,ir_sassanid_emp_2,Sasanid Empire II,Iran,488.0,642.0,45.0,Iran,11.0,600.0,2600000.0,600.0,2960000.0,551.0,12700000.0,619.0,12700000.0,,6.0,,6.0,,6.0,,6.0,4.0,5.0,,7.0,,9.0,,,present,absent,present,present,present,present,present,unknown,488.0,642.0,570.0,570.0,unitary state
130.0,ir_sassanid_emp_2,Sasanid Empire II,Iran,488.0,642.0,45.0,Iran,11.0,600.0,2600000.0,600.0,2960000.0,620.0,22100000.0,642.0,22100000.0,,6.0,,6.0,,6.0,,6.0,4.0,5.0,,7.0,,9.0,,,present,absent,present,present,present,present,present,unknown,488.0,642.0,570.0,570.0,unitary state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-312.0,3600000.0,-201.0,3600000.0,,30000000.0,,30000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-281.0,-281.0,unitary state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-312.0,3600000.0,-201.0,3600000.0,,30000000.0,,30000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-281.0,-281.0,confederated state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-312.0,3600000.0,-201.0,3600000.0,,30000000.0,,30000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-190.0,-190.0,unitary state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-312.0,3600000.0,-201.0,3600000.0,,30000000.0,,30000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-190.0,-190.0,confederated state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-312.0,3600000.0,-201.0,3600000.0,,16000000.0,,16000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-281.0,-281.0,unitary state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-312.0,3600000.0,-201.0,3600000.0,,16000000.0,,16000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-281.0,-281.0,confederated state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-312.0,3600000.0,-201.0,3600000.0,,16000000.0,,16000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-190.0,-190.0,unitary state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-312.0,3600000.0,-201.0,3600000.0,,16000000.0,,16000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-190.0,-190.0,confederated state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-200.0,2300000.0,-147.0,475000.0,,30000000.0,,30000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-281.0,-281.0,unitary state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-200.0,2300000.0,-147.0,475000.0,,30000000.0,,30000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-281.0,-281.0,confederated state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-200.0,2300000.0,-147.0,475000.0,,30000000.0,,30000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-190.0,-190.0,unitary state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-200.0,2300000.0,-147.0,475000.0,,30000000.0,,30000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-190.0,-190.0,confederated state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-200.0,2300000.0,-147.0,475000.0,,16000000.0,,16000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-281.0,-281.0,unitary state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-200.0,2300000.0,-147.0,475000.0,,16000000.0,,16000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-281.0,-281.0,confederated state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-200.0,2300000.0,-147.0,475000.0,,16000000.0,,16000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-190.0,-190.0,unitary state
108.0,ir_seleucid_emp,Seleucid Empire,Iran,-312.0,-63.0,45.0,Iran,11.0,-200.0,2300000.0,-147.0,475000.0,,16000000.0,,16000000.0,,6.0,,6.0,,5.0,,6.0,4.0,4.0,,5.0,,5.0,,,present,uncoded,present,present,present,present,present,present,-312.0,-63.0,-190.0,-190.0,confederated state
364.0,ir_seljuk_sultanate,Seljuk Sultanate,Iran,1037.0,1157.0,45.0,Iran,11.0,1100.0,4000000.0,1100.0,4500000.0,1100.0,12100000.0,1100.0,12100000.0,,4.0,,4.0,,5.0,,5.0,3.0,4.0,,6.0,,6.0,,,present,absent,present,present,present,present,present,present,1037.0,1157.0,1092.0,1092.0,confederated state
492.0,ir_susa_1,Susa I,Iran,-4300.0,-3800.0,45.0,Iran,11.0,,1.0,,1.0,-4300.0,8000.0,-4000.0,12000.0,,2.0,,3.0,,1.0,,2.0,1.0,2.0,,1.0,,2.0,,,unknown,absent,unknown,present,,uncoded,present,absent,-4300.0,-3800.0,,,
492.0,ir_susa_1,Susa I,Iran,-4300.0,-3800.0,45.0,Iran,11.0,,1.0,,1.0,-3999.0,800.0,-3800.0,1200.0,,2.0,,3.0,,1.0,,2.0,1.0,2.0,,1.0,,2.0,,,unknown,absent,unknown,present,,uncoded,present,absent,-4300.0,-3800.0,,,
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3800.0,3.0,-3501.0,3.0,-3700.0,3.0,-3700.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3800.0,3.0,-3501.0,3.0,-3600.0,3.0,-3600.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3800.0,3.0,-3501.0,3.0,-3500.0,3.0,-3500.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3800.0,3.0,-3501.0,3.0,-3400.0,4.0,-3400.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3800.0,3.0,-3501.0,3.0,-3300.0,4.0,-3300.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3800.0,3.0,-3501.0,3.0,-3200.0,4.0,-3200.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3800.0,3.0,-3501.0,3.0,-3100.0,4.0,-3100.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3500.0,4.0,-3101.0,4.0,-3700.0,3.0,-3700.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3500.0,4.0,-3101.0,4.0,-3600.0,3.0,-3600.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3500.0,4.0,-3101.0,4.0,-3500.0,3.0,-3500.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3500.0,4.0,-3101.0,4.0,-3400.0,4.0,-3400.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3500.0,4.0,-3101.0,4.0,-3300.0,4.0,-3300.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3500.0,4.0,-3101.0,4.0,-3200.0,4.0,-3200.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3800.0,10000.0,-3501.0,19000.0,-3500.0,4.0,-3101.0,4.0,-3100.0,4.0,-3100.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3700.0,3.0,-3700.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3600.0,3.0,-3600.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3500.0,3.0,-3500.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3400.0,4.0,-3400.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3300.0,4.0,-3300.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3200.0,4.0,-3200.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3100.0,4.0,-3100.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3700.0,3.0,-3700.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
